1473	24	575
470	42	838
516	49	231
906	43	1110
368	38	1061
888	19	445
688	2	29
391	40	503
347	3	974
1447	8	133
269	19	34
1428	48	1365
127	44	1110
1348	39	1220
238	20	1069
130	31	742
745	3	1357
28	44	685
509	33	722
681	4	34
466	50	1461
269	41	377
175	14	1490
1455	38	1443
890	43	359
1098	21	1461
951	45	337
1497	41	1006
1140	48	76
1064	10	743
1187	45	1483
270	10	264
53	43	505
918	2	1223
598	25	1405
947	11	949
1129	35	20
198	24	680
324	47	456
1227	48	1237
1057	1	642
857	41	733
698	10	103
1344	22	332
1336	15	11
323	18	772
380	46	1188
87	10	1180
263	19	757
987	7	1213
1177	3	655
424	12	308
319	3	19
606	5	867
878	41	1218
868	34	1444
225	8	291
1242	8	1364
813	26	124
734	11	587
456	46	127
637	34	1217
640	48	354
635	45	557
1067	10	996
898	42	896
29	48	1299
742	26	9
323	36	1405
563	4	1374
428	31	1055
536	16	888
1476	20	401
424	48	669
1060	10	1410
756	38	182
1096	47	374
1188	9	862
1245	45	1400
850	18	257
928	39	1486
1194	42	1137
238	11	404
384	34	1449
1345	29	739
418	47	1424
398	16	326
1186	34	1255
801	2	483
291	14	534
1216	31	1198
75	16	1441
794	23	1500
503	23	1461
988	41	1086
719	7	76
136	40	709
1310	42	126
315	50	66
1214	14	507
